id_hecho;fecha;aaaa;victima;sexo_victima;edad_victima;gravedad;rol_victima;fecha_fallemiento;tipo_de_dato
LC-2019-0563435;2019-09-09;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0563530;2019-09-09;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0563660;2019-09-09;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0563683;2019-09-09;2019;sd;Mujer;19;SD;SD;NA;definitivo
LC-2019-0563683;2019-09-09;2019;sd;Mujer;21;SD;SD;NA;definitivo
LC-2019-0563683;2019-09-09;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0563683;2019-09-09;2019;sd;Mujer;22;SD;SD;NA;definitivo
LC-2019-0563707;2019-09-09;2019;sd;Mujer;24;SD;SD;NA;definitivo
LC-2019-0564224;2019-09-09;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0564257;2019-09-09;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0564307;2019-09-09;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0564390;2019-09-09;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0564424;2019-09-09;2019;sd;Mujer;25;SD;SD;NA;definitivo
LC-2019-0564613;2019-09-09;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0564631;2019-09-09;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0564652;2019-09-09;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0564675;2019-09-09;2019;sd;Mujer;43;SD;SD;NA;definitivo
LC-2019-0564679;2019-09-09;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0564710;2019-09-09;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0564710;2019-09-09;2019;sd;Mujer;51;SD;SD;NA;definitivo
LC-2019-0564829;2019-09-09;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0564867;2019-09-09;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0565217;2019-09-09;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0565450;2019-09-09;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0565450;2019-09-09;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0565450;2019-09-09;2019;sd;Varon;47;SD;SD;NA;definitivo
LC-2019-0565476;2019-09-09;2019;sd;Varon;54;SD;SD;NA;definitivo
LC-2019-0565512;2019-09-09;2019;sd;Mujer;36;SD;SD;NA;definitivo
LC-2019-0565665;2019-09-09;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0565665;2019-09-09;2019;sd;Varon;47;SD;SD;NA;definitivo
LC-2019-0565679;2019-09-09;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0565679;2019-09-09;2019;sd;Varon;68;SD;SD;NA;definitivo
LC-2019-0565733;2019-09-09;2019;sd;Varon;46;SD;SD;NA;definitivo
LC-2019-0565745;2019-09-09;2019;sd;Mujer;48;SD;SD;NA;definitivo
LC-2019-0565755;2019-09-09;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0565755;2019-09-09;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0565798;2019-09-09;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0565801;2019-09-09;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0565947;2019-09-09;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0566015;2019-09-09;2019;sd;Varon;18;SD;SD;NA;definitivo
LC-2019-0566015;2019-09-09;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0566029;2019-09-09;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0604766;2019-09-09;2019;sd;Mujer;24;SD;SD;NA;definitivo
LC-2019-0604766;2019-09-09;2019;sd;Mujer;24;SD;SD;NA;definitivo
LC-2019-0565098;2019-09-10;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0566341;2019-09-10;2019;sd;Mujer;23;SD;SD;NA;definitivo
LC-2019-0566341;2019-09-10;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0566688;2019-09-10;2019;sd;Mujer;48;SD;SD;NA;definitivo
LC-2019-0567191;2019-09-10;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0567365;2019-09-10;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0567429;2019-09-10;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0567520;2019-09-10;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0567553;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0567566;2019-09-10;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0567622;2019-09-10;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0567942;2019-09-10;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0567984;2019-09-10;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0567985;2019-09-10;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0568022;2019-09-10;2019;sd;Mujer;47;SD;SD;NA;definitivo
LC-2019-0568027;2019-09-10;2019;sd;Varon;81;SD;SD;NA;definitivo
LC-2019-0568027;2019-09-10;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0568046;2019-09-10;2019;sd;Varon;67;SD;SD;NA;definitivo
LC-2019-0568152;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0568180;2019-09-10;2019;sd;Mujer;52;SD;SD;NA;definitivo
LC-2019-0568201;2019-09-10;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0568231;2019-09-10;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0568231;2019-09-10;2019;sd;Mujer;29;SD;SD;NA;definitivo
LC-2019-0568264;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0568264;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0568264;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0568300;2019-09-10;2019;sd;Varon;47;SD;SD;NA;definitivo
LC-2019-0568314;2019-09-10;2019;sd;Mujer;68;SD;SD;NA;definitivo
LC-2019-0568314;2019-09-10;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0568326;2019-09-10;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0568459;2019-09-10;2019;sd;Varon;19;SD;SD;NA;definitivo
LC-2019-0568600;2019-09-10;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0568691;2019-09-10;2019;sd;Mujer;31;SD;SD;NA;definitivo
LC-2019-0568699;2019-09-10;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0572498;2019-09-10;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0568801;2019-09-11;2019;sd;Mujer;34;SD;SD;NA;definitivo
LC-2019-0568801;2019-09-11;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0569303;2019-09-11;2019;sd;Mujer;55;SD;SD;NA;definitivo
LC-2019-0569461;2019-09-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0569865;2019-09-11;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0570086;2019-09-11;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0570162;2019-09-11;2019;sd;Mujer;41;SD;SD;NA;definitivo
LC-2019-0570306;2019-09-11;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0570424;2019-09-11;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0570469;2019-09-11;2019;sd;Varon;17;SD;SD;NA;definitivo
LC-2019-0570469;2019-09-11;2019;sd;Mujer;52;SD;SD;NA;definitivo
LC-2019-0570470;2019-09-11;2019;sd;Varon;61;SD;SD;NA;definitivo
LC-2019-0570509;2019-09-11;2019;sd;Mujer;18;SD;SD;NA;definitivo
LC-2019-0570509;2019-09-11;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0570509;2019-09-11;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0570509;2019-09-11;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0570552;2019-09-11;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0570559;2019-09-11;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0570579;2019-09-11;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0570679;2019-09-11;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0570679;2019-09-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0570954;2019-09-11;2019;sd;Mujer;32;SD;SD;NA;definitivo
LC-2019-0571002;2019-09-11;2019;sd;Varon;52;SD;SD;NA;definitivo
LC-2019-0571074;2019-09-11;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0571133;2019-09-11;2019;sd;Mujer;33;SD;SD;NA;definitivo
LC-2019-0571143;2019-09-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0571145;2019-09-11;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0571173;2019-09-11;2019;sd;Varon;55;SD;SD;NA;definitivo
LC-2019-0571253;2019-09-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0571253;2019-09-11;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0580537;2019-09-11;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0583748;2019-09-11;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0603215;2019-09-11;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0642969;2019-09-11;2019;sd;Mujer;21;SD;SD;NA;definitivo
LC-2019-0642969;2019-09-11;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0571323;2019-09-12;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0571759;2019-09-12;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0571927;2019-09-12;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0571927;2019-09-12;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0571936;2019-09-12;2019;sd;Mujer;59;SD;SD;NA;definitivo
LC-2019-0572043;2019-09-12;2019;sd;Mujer;76;SD;SD;NA;definitivo
LC-2019-0572216;2019-09-12;2019;sd;Mujer;70;SD;SD;NA;definitivo
LC-2019-0572429;2019-09-12;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0572489;2019-09-12;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0572537;2019-09-12;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0572694;2019-09-12;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0572804;2019-09-12;2019;sd;Mujer;85;SD;SD;NA;definitivo
LC-2019-0572868;2019-09-12;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0572916;2019-09-12;2019;sd;Mujer;55;SD;SD;NA;definitivo
LC-2019-0573068;2019-09-12;2019;sd;Mujer;40;SD;SD;NA;definitivo
LC-2019-0573238;2019-09-12;2019;sd;Mujer;67;SD;SD;NA;definitivo
LC-2019-0573238;2019-09-12;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0573238;2019-09-12;2019;sd;Varon;90;SD;SD;NA;definitivo
LC-2019-0573262;2019-09-12;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0573332;2019-09-12;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0573361;2019-09-12;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0573388;2019-09-12;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0573423;2019-09-12;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0573423;2019-09-12;2019;sd;Mujer;46;SD;SD;NA;definitivo
LC-2019-0573423;2019-09-12;2019;sd;Mujer;46;SD;SD;NA;definitivo
LC-2019-0573423;2019-09-12;2019;sd;Mujer;30;SD;SD;NA;definitivo
LC-2019-0573438;2019-09-12;2019;sd;Mujer;27;SD;SD;NA;definitivo
LC-2019-0573479;2019-09-12;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0573738;2019-09-12;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0574644;2019-09-12;2019;sd;Varon;61;SD;SD;NA;definitivo
LC-2019-0574644;2019-09-12;2019;sd;Varon;76;SD;SD;NA;definitivo
LC-2019-0574662;2019-09-12;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0573630;2019-09-13;2019;sd;Varon;83;SD;SD;NA;definitivo
LC-2019-0573778;2019-09-13;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0573883;2019-09-13;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0573883;2019-09-13;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0573991;2019-09-13;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0573991;2019-09-13;2019;sd;Mujer;52;SD;SD;NA;definitivo
LC-2019-0574043;2019-09-13;2019;sd;Mujer;36;SD;SD;NA;definitivo
LC-2019-0574048;2019-09-13;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0574048;2019-09-13;2019;sd;Mujer;47;SD;SD;NA;definitivo
LC-2019-0574086;2019-09-13;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0574251;2019-09-13;2019;sd;Varon;36;SD;SD;NA;definitivo
LC-2019-0574282;2019-09-13;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0574299;2019-09-13;2019;sd;Mujer;54;SD;SD;NA;definitivo
LC-2019-0574501;2019-09-13;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0574518;2019-09-13;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0574530;2019-09-13;2019;sd;Varon;18;SD;SD;NA;definitivo
LC-2019-0574625;2019-09-13;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0574625;2019-09-13;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0574631;2019-09-13;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0574632;2019-09-13;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0574733;2019-09-13;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0574908;2019-09-13;2019;sd;Mujer;66;SD;SD;NA;definitivo
LC-2019-0574911;2019-09-13;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0574956;2019-09-13;2019;sd;Varon;64;SD;SD;NA;definitivo
LC-2019-0574984;2019-09-13;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0574996;2019-09-13;2019;sd;Mujer;34;SD;SD;NA;definitivo
LC-2019-0574996;2019-09-13;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0574996;2019-09-13;2019;sd;Varon;44;SD;SD;NA;definitivo
LC-2019-0575074;2019-09-13;2019;sd;Varon;14;SD;SD;NA;definitivo
LC-2019-0575175;2019-09-13;2019;sd;Mujer;37;SD;SD;NA;definitivo
LC-2019-0575305;2019-09-13;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0575427;2019-09-13;2019;sd;Mujer;33;SD;SD;NA;definitivo
LC-2019-0575452;2019-09-13;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0575489;2019-09-13;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0575591;2019-09-13;2019;sd;Varon;49;SD;SD;NA;definitivo
LC-2019-0575642;2019-09-13;2019;sd;Varon;76;SD;SD;NA;definitivo
LC-2019-0575768;2019-09-13;2019;sd;Mujer;21;SD;SD;NA;definitivo
LC-2019-0575777;2019-09-13;2019;sd;Varon;47;SD;SD;NA;definitivo
LC-2019-0575839;2019-09-13;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0575861;2019-09-13;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0575883;2019-09-13;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0575914;2019-09-13;2019;sd;Varon;52;SD;SD;NA;definitivo
LC-2019-0576102;2019-09-13;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0576128;2019-09-13;2019;sd;Mujer;25;SD;SD;NA;definitivo
LC-2019-0576128;2019-09-13;2019;sd;Mujer;78;SD;SD;NA;definitivo
LC-2019-0576130;2019-09-13;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0576159;2019-09-13;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0576182;2019-09-13;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0576209;2019-09-13;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0576227;2019-09-13;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0576275;2019-09-13;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0576333;2019-09-13;2019;sd;Varon;17;SD;SD;NA;definitivo
LC-2019-0576644;2019-09-13;2019;sd;Varon;46;SD;SD;NA;definitivo
LC-2019-0576715;2019-09-13;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0576748;2019-09-13;2019;sd;Varon;74;SD;SD;NA;definitivo
LC-2019-0578186;2019-09-13;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0583880;2019-09-13;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0586011;2019-09-13;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0576380;2019-09-14;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0576412;2019-09-14;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0576412;2019-09-14;2019;sd;Mujer;23;SD;SD;NA;definitivo
LC-2019-0576469;2019-09-14;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0576486;2019-09-14;2019;sd;Varon;36;SD;SD;NA;definitivo
LC-2019-0576493;2019-09-14;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0576563;2019-09-14;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0576591;2019-09-14;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0576591;2019-09-14;2019;sd;Varon;46;SD;SD;NA;definitivo
LC-2019-0576591;2019-09-14;2019;sd;Mujer;46;SD;SD;NA;definitivo
LC-2019-0576591;2019-09-14;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0576591;2019-09-14;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0576640;2019-09-14;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0576658;2019-09-14;2019;sd;Varon;19;SD;SD;NA;definitivo
LC-2019-0576777;2019-09-14;2019;sd;Varon;66;SD;SD;NA;definitivo
LC-2019-0576787;2019-09-14;2019;sd;Mujer;64;SD;SD;NA;definitivo
LC-2019-0576894;2019-09-14;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0576916;2019-09-14;2019;sd;Mujer;70;SD;SD;NA;definitivo
LC-2019-0576941;2019-09-14;2019;sd;varon;39;SD;SD;NA;definitivo
LC-2019-0577047;2019-09-14;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0577091;2019-09-14;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0577100;2019-09-14;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0577139;2019-09-14;2019;sd;Mujer;30;SD;SD;NA;definitivo
LC-2019-0577144;2019-09-14;2019;sd;Mujer;7;SD;SD;NA;definitivo
LC-2019-0577144;2019-09-14;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0577144;2019-09-14;2019;sd;Varon;49;SD;SD;NA;definitivo
LC-2019-0577144;2019-09-14;2019;sd;Varon;71;SD;SD;NA;definitivo
LC-2019-0577144;2019-09-14;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0577166;2019-09-14;2019;sd;Varon;64;SD;SD;NA;definitivo
LC-2019-0577194;2019-09-14;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0577249;2019-09-14;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0577349;2019-09-14;2019;sd;Mujer;66;SD;SD;NA;definitivo
LC-2019-0577547;2019-09-14;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0577576;2019-09-14;2019;sd;Varon;56;SD;SD;NA;definitivo
LC-2019-0577729;2019-09-14;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0578382;2019-09-14;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0585882;2019-09-14;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0589513;2019-09-14;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0577682;2019-09-15;2019;sd;Mujer;29;SD;SD;NA;definitivo
LC-2019-0577682;2019-09-15;2019;sd;Varon;59;SD;SD;NA;definitivo
LC-2019-0577738;2019-09-15;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0577863;2019-09-15;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0577881;2019-09-15;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0577906;2019-09-15;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0577906;2019-09-15;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0578006;2019-09-15;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0578074;2019-09-15;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0578105;2019-09-15;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0578202;2019-09-15;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0578344;2019-09-15;2019;sd;Varon;73;SD;SD;NA;definitivo
LC-2019-0578556;2019-09-15;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0578684;2019-09-15;2019;sd;Mujer;40;SD;SD;NA;definitivo
LC-2019-0578684;2019-09-15;2019;sd;Varon;64;SD;SD;NA;definitivo
LC-2019-0578686;2019-09-15;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0578690;2019-09-15;2019;sd;varon;24;SD;SD;NA;definitivo
LC-2019-0578752;2019-09-15;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0583998;2019-09-15;2019;sd;Mujer;23;SD;SD;NA;definitivo
LC-2019-0585482;2019-09-15;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0578927;2019-09-16;2019;sd;Mujer;62;SD;SD;NA;definitivo
LC-2019-0579013;2019-09-16;2019;sd;Mujer;19;SD;SD;NA;definitivo
LC-2019-0579013;2019-09-16;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0579101;2019-09-16;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0579168;2019-09-16;2019;sd;Mujer;31;SD;SD;NA;definitivo
LC-2019-0579360;2019-09-16;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0579536;2019-09-16;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0579614;2019-09-16;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0579614;2019-09-16;2019;sd;Mujer;41;SD;SD;NA;definitivo
LC-2019-0579670;2019-09-16;2019;sd;Mujer;66;SD;SD;NA;definitivo
LC-2019-0579746;2019-09-16;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0579916;2019-09-16;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0580112;2019-09-16;2019;sd;Varon;48;SD;SD;NA;definitivo
LC-2019-0580112;2019-09-16;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0580399;2019-09-16;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0580536;2019-09-16;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0580725;2019-09-16;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0580811;2019-09-16;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0580925;2019-09-16;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0580925;2019-09-16;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0581118;2019-09-16;2019;sd;Mujer;50;SD;SD;NA;definitivo
LC-2019-0581145;2019-09-16;2019;sd;Mujer;41;SD;SD;NA;definitivo
LC-2019-0581180;2019-09-16;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0581238;2019-09-16;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0581381;2019-09-16;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0581448;2019-09-16;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0581448;2019-09-16;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0581448;2019-09-16;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0581454;2019-09-16;2019;sd;Mujer;47;SD;SD;NA;definitivo
LC-2019-0581462;2019-09-16;2019;sd;Varon;49;SD;SD;NA;definitivo
LC-2019-0581484;2019-09-16;2019;sd;Mujer;sd;SD;SD;NA;definitivo
LC-2019-0581538;2019-09-16;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0582605;2019-09-16;2019;sd;Varon;58;SD;SD;NA;definitivo
LC-2019-0582768;2019-09-16;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0585242;2019-09-16;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0586534;2019-09-16;2019;sd;Mujer;62;SD;SD;NA;definitivo
LC-2019-0581776;2019-09-17;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0581892;2019-09-17;2019;sd;Varon;60;SD;SD;NA;definitivo
LC-2019-0581892;2019-09-17;2019;sd;Varon;57;SD;SD;NA;definitivo
LC-2019-0581978;2019-09-17;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0582122;2019-09-17;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0582454;2019-09-17;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0582564;2019-09-17;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0582564;2019-09-17;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0582729;2019-09-17;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0583167;2019-09-17;2019;sd;Mujer;39;SD;SD;NA;definitivo
LC-2019-0583171;2019-09-17;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0583189;2019-09-17;2019;sd;Varon;19;SD;SD;NA;definitivo
LC-2019-0583404;2019-09-17;2019;sd;Mujer;8;SD;SD;NA;definitivo
LC-2019-0583404;2019-09-17;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0583405;2019-09-17;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0583413;2019-09-17;2019;sd;Varon;18;SD;SD;NA;definitivo
LC-2019-0583471;2019-09-17;2019;sd;Varon;70;SD;SD;NA;definitivo
LC-2019-0583568;2019-09-17;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0583642;2019-09-17;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0583649;2019-09-17;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0583649;2019-09-17;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0583758;2019-09-17;2019;sd;Varon;5;SD;SD;NA;definitivo
LC-2019-0583843;2019-09-17;2019;sd;Varon;21;SD;SD;NA;definitivo
