id_hecho;fecha;aaaa;victima;sexo_victima;edad_victima;gravedad;rol_victima;fecha_fallemiento;tipo_de_dato
LC-2019-0000053;2019-01-01;2019;sd;Varon;57;SD;SD;NA;definitivo
LC-2019-0000063;2019-01-01;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0000079;2019-01-01;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0000082;2019-01-01;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0000082;2019-01-01;2019;sd;Mujer;45;SD;SD;NA;definitivo
LC-2019-0000082;2019-01-01;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0000082;2019-01-01;2019;sd;Mujer;32;SD;SD;NA;definitivo
LC-2019-0000136;2019-01-01;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0000136;2019-01-01;2019;sd;Mujer;21;SD;SD;NA;definitivo
LC-2019-0000142;2019-01-01;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0000179;2019-01-01;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0000194;2019-01-01;2019;sd;Mujer;33;SD;SD;NA;definitivo
LC-2019-0000202;2019-01-01;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0000329;2019-01-01;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0000347;2019-01-01;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0000445;2019-01-01;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0000445;2019-01-01;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0000445;2019-01-01;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0000493;2019-01-01;2019;sd;Varon;53;SD;SD;NA;definitivo
LC-2019-0000600;2019-01-01;2019;sd;Mujer;1;SD;SD;NA;definitivo
LC-2019-0000636;2019-01-01;2019;sd;Mujer;62;SD;SD;NA;definitivo
LC-2019-0000647;2019-01-01;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0000686;2019-01-01;2019;sd;Mujer;67;SD;SD;NA;definitivo
LC-2019-0005235;2019-01-01;2019;sd;Mujer;75;SD;SD;NA;definitivo
LC-2019-0000928;2019-01-02;2019;sd;Mujer;40;SD;SD;NA;definitivo
LC-2019-0000963;2019-01-02;2019;sd;Mujer;48;SD;SD;NA;definitivo
LC-2019-0000963;2019-01-02;2019;sd;Varon;48;SD;SD;NA;definitivo
LC-2019-0000963;2019-01-02;2019;sd;Mujer;27;SD;SD;NA;definitivo
LC-2019-0000963;2019-01-02;2019;sd;Mujer;3;SD;SD;NA;definitivo
LC-2019-0000963;2019-01-02;2019;sd;Mujer;33;SD;SD;NA;definitivo
LC-2019-0001754;2019-01-02;2019;sd;Mujer;49;SD;SD;NA;definitivo
LC-2019-0001879;2019-01-02;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0001948;2019-01-02;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0001987;2019-01-02;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0001992;2019-01-02;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0002083;2019-01-02;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0002208;2019-01-02;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0002218;2019-01-02;2019;sd;Varon;52;SD;SD;NA;definitivo
LC-2019-0002740;2019-01-02;2019;sd;Varon;44;SD;SD;NA;definitivo
LC-2019-0003220;2019-01-02;2019;sd;Mujer;28;SD;SD;NA;definitivo
LC-2019-0003220;2019-01-02;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0003340;2019-01-02;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0005610;2019-01-02;2019;sd;Varon;59;SD;SD;NA;definitivo
LC-2019-0020183;2019-01-02;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0022496;2019-01-02;2019;sd;Varon;73;SD;SD;NA;definitivo
LC-2019-0003428;2019-01-03;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0003432;2019-01-03;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0003642;2019-01-03;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0003787;2019-01-03;2019;sd;Varon;48;SD;SD;NA;definitivo
LC-2019-0003862;2019-01-03;2019;sd;Mujer;37;SD;SD;NA;definitivo
LC-2019-0003862;2019-01-03;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0003884;2019-01-03;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0004144;2019-01-03;2019;sd;Varon;16;SD;SD;NA;definitivo
LC-2019-0004229;2019-01-03;2019;sd;Mujer;43;SD;SD;NA;definitivo
LC-2019-0004442;2019-01-03;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0004442;2019-01-03;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0004565;2019-01-03;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0004621;2019-01-03;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0004622;2019-01-03;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0004652;2019-01-03;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0004717;2019-01-03;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0004718;2019-01-03;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0005334;2019-01-03;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0005614;2019-01-03;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0005622;2019-01-03;2019;sd;Mujer;64;SD;SD;NA;definitivo
LC-2019-0005638;2019-01-03;2019;sd;Varon;36;SD;SD;NA;definitivo
LC-2019-0005638;2019-01-03;2019;sd;Mujer;36;SD;SD;NA;definitivo
LC-2019-0005647;2019-01-03;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0005681;2019-01-03;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0005764;2019-01-03;2019;sd;Varon;84;SD;SD;NA;definitivo
LC-2019-0005815;2019-01-03;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0005979;2019-01-03;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0006068;2019-01-04;2019;sd;Mujer;20;SD;SD;NA;definitivo
LC-2019-0006068;2019-01-04;2019;sd;Varon;20;SD;SD;NA;definitivo
LC-2019-0006306;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0006547;2019-01-04;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0006638;2019-01-04;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0006638;2019-01-04;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0006659;2019-01-04;2019;sd;Varon;48;SD;SD;NA;definitivo
LC-2019-0006789;2019-01-04;2019;sd;Mujer;5;SD;SD;NA;definitivo
LC-2019-0006837;2019-01-04;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0006857;2019-01-04;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0007002;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0007021;2019-01-04;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0007187;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0007294;2019-01-04;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0007336;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0007536;2019-01-04;2019;sd;Mujer;28;SD;SD;NA;definitivo
LC-2019-0007634;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0007660;2019-01-04;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0007701;2019-01-04;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0007778;2019-01-04;2019;sd;Mujer;56;SD;SD;NA;definitivo
LC-2019-0008077;2019-01-04;2019;sd;Mujer;44;SD;SD;NA;definitivo
LC-2019-0008227;2019-01-04;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0008238;2019-01-04;2019;sd;Mujer;69;SD;SD;NA;definitivo
LC-2019-0008238;2019-01-04;2019;sd;Mujer;69;SD;SD;NA;definitivo
LC-2019-0008283;2019-01-04;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0008283;2019-01-04;2019;sd;Mujer;26;SD;SD;NA;definitivo
LC-2019-0008314;2019-01-04;2019;sd;Mujer;55;SD;SD;NA;definitivo
LC-2019-0008367;2019-01-04;2019;sd;Varon;46;SD;SD;NA;definitivo
LC-2019-0008388;2019-01-04;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0008388;2019-01-04;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0008388;2019-01-04;2019;sd;Mujer;34;SD;SD;NA;definitivo
LC-2019-0008467;2019-01-04;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0008493;2019-01-04;2019;sd;Mujer;34;SD;SD;NA;definitivo
LC-2019-0008496;2019-01-04;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0008565;2019-01-04;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0008566;2019-01-04;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0011897;2019-01-04;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0017883;2019-01-04;2019;sd;Varon;53;SD;SD;NA;definitivo
LC-2019-0020135;2019-01-04;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0020930;2019-01-04;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0267364;2019-01-04;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0008603;2019-01-05;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0008860;2019-01-05;2019;sd;Varon;67;SD;SD;NA;definitivo
LC-2019-0008860;2019-01-05;2019;sd;Varon;67;SD;SD;NA;definitivo
LC-2019-0008860;2019-01-05;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0008916;2019-01-05;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0008924;2019-01-05;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0008974;2019-01-05;2019;sd;Mujer;29;SD;SD;NA;definitivo
LC-2019-0009068;2019-01-05;2019;sd;Varon;54;SD;SD;NA;definitivo
LC-2019-0009123;2019-01-05;2019;sd;Varon;51;SD;SD;NA;definitivo
LC-2019-0009194;2019-01-05;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0009305;2019-01-05;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0009312;2019-01-05;2019;sd;Mujer;74;SD;SD;NA;definitivo
LC-2019-0009325;2019-01-05;2019;sd;Varon;70;SD;SD;NA;definitivo
LC-2019-0009392;2019-01-05;2019;sd;Mujer;40;SD;SD;NA;definitivo
LC-2019-0009580;2019-01-05;2019;sd;Mujer;6;SD;SD;NA;definitivo
LC-2019-0009722;2019-01-05;2019;sd;Mujer;30;SD;SD;NA;definitivo
LC-2019-0009807;2019-01-05;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0009807;2019-01-05;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0010031;2019-01-05;2019;sd;Varon;28;SD;SD;NA;definitivo
LC-2019-0010621;2019-01-05;2019;sd;Mujer;12;SD;SD;NA;definitivo
LC-2019-0012840;2019-01-05;2019;sd;Mujer;83;SD;SD;NA;definitivo
LC-2019-0052387;2019-01-05;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0010050;2019-01-06;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0010105;2019-01-06;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0010145;2019-01-06;2019;sd;Mujer;35;SD;SD;NA;definitivo
LC-2019-0010228;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010301;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010436;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010436;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010649;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010661;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010730;2019-01-06;2019;sd;Mujer;12;SD;SD;NA;definitivo
LC-2019-0010814;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010884;2019-01-06;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0010884;2019-01-06;2019;sd;Mujer;12;SD;SD;NA;definitivo
LC-2019-0010983;2019-01-06;2019;sd;Mujer;44;SD;SD;NA;definitivo
LC-2019-0010983;2019-01-06;2019;sd;Mujer;44;SD;SD;NA;definitivo
LC-2019-0011004;2019-01-07;2019;sd;Varon;70;SD;SD;NA;definitivo
LC-2019-0011053;2019-01-07;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0011092;2019-01-07;2019;sd;Varon;64;SD;SD;NA;definitivo
LC-2019-0011335;2019-01-07;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0011431;2019-01-07;2019;sd;Varon;68;SD;SD;NA;definitivo
LC-2019-0011534;2019-01-07;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0011575;2019-01-07;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0011575;2019-01-07;2019;sd;Varon;21;SD;SD;NA;definitivo
LC-2019-0011908;2019-01-07;2019;sd;Varon;15;SD;SD;NA;definitivo
LC-2019-0012172;2019-01-07;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0012293;2019-01-07;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0012508;2019-01-07;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0012578;2019-01-07;2019;sd;Mujer;74;SD;SD;NA;definitivo
LC-2019-0012580;2019-01-07;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0012638;2019-01-07;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0012821;2019-01-07;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0012823;2019-01-07;2019;sd;Varon;19;SD;SD;NA;definitivo
LC-2019-0013193;2019-01-07;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0013235;2019-01-07;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0013261;2019-01-07;2019;sd;Varon;37;SD;SD;NA;definitivo
LC-2019-0013370;2019-01-07;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0013412;2019-01-07;2019;sd;Mujer;9;SD;SD;NA;definitivo
LC-2019-0013412;2019-01-07;2019;sd;Varon;9;SD;SD;NA;definitivo
LC-2019-0013440;2019-01-07;2019;sd;Mujer;49;SD;SD;NA;definitivo
LC-2019-0013452;2019-01-07;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0013589;2019-01-07;2019;sd;Varon;75;SD;SD;NA;definitivo
LC-2019-0013652;2019-01-07;2019;sd;Mujer;35;SD;SD;NA;definitivo
LC-2019-0013652;2019-01-07;2019;sd;Mujer;35;SD;SD;NA;definitivo
LC-2019-0013652;2019-01-07;2019;sd;Mujer;2;SD;SD;NA;definitivo
LC-2019-0013652;2019-01-07;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0013857;2019-01-07;2019;sd;Varon;13;SD;SD;NA;definitivo
LC-2019-0013857;2019-01-07;2019;sd;Mujer;13;SD;SD;NA;definitivo
LC-2019-0015962;2019-01-07;2019;sd;Varon;6;SD;SD;NA;definitivo
LC-2019-0021745;2019-01-07;2019;sd;Varon;75;SD;SD;NA;definitivo
LC-2019-0013801;2019-01-08;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0013840;2019-01-08;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0013850;2019-01-08;2019;sd;Mujer;29;SD;SD;NA;definitivo
LC-2019-0014140;2019-01-08;2019;sd;Varon;9;SD;SD;NA;definitivo
LC-2019-0014220;2019-01-08;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0014314;2019-01-08;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0014442;2019-01-08;2019;sd;Varon;83;SD;SD;NA;definitivo
LC-2019-0014448;2019-01-08;2019;sd;Varon;62;SD;SD;NA;definitivo
LC-2019-0014503;2019-01-08;2019;sd;Varon;62;SD;SD;NA;definitivo
LC-2019-0014534;2019-01-08;2019;sd;SD;18;SD;SD;NA;definitivo
LC-2019-0014580;2019-01-08;2019;sd;Varon;18;SD;SD;NA;definitivo
LC-2019-0014644;2019-01-08;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0014644;2019-01-08;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0014787;2019-01-08;2019;sd;Mujer;30;SD;SD;NA;definitivo
LC-2019-0014790;2019-01-08;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0014956;2019-01-08;2019;sd;Varon;32;SD;SD;NA;definitivo
LC-2019-0015085;2019-01-08;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0015193;2019-01-08;2019;sd;Varon;64;SD;SD;NA;definitivo
LC-2019-0015241;2019-01-08;2019;sd;Mujer;64;SD;SD;NA;definitivo
LC-2019-0015361;2019-01-08;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0015585;2019-01-08;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0015614;2019-01-08;2019;sd;Mujer;31;SD;SD;NA;definitivo
LC-2019-0015617;2019-01-08;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0015700;2019-01-08;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0015822;2019-01-08;2019;sd;Varon;5;SD;SD;NA;definitivo
LC-2019-0015879;2019-01-08;2019;sd;SD;6;SD;SD;NA;definitivo
LC-2019-0016012;2019-01-08;2019;sd;Mujer;17;SD;SD;NA;definitivo
LC-2019-0016105;2019-01-08;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0016278;2019-01-08;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0016388;2019-01-09;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0016388;2019-01-09;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0016581;2019-01-09;2019;sd;Varon;58;SD;SD;NA;definitivo
LC-2019-0016613;2019-01-09;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0017068;2019-01-09;2019;sd;Varon;58;SD;SD;NA;definitivo
LC-2019-0017068;2019-01-09;2019;sd;Mujer;58;SD;SD;NA;definitivo
LC-2019-0017068;2019-01-09;2019;sd;Mujer;43;SD;SD;NA;definitivo
LC-2019-0017068;2019-01-09;2019;sd;Mujer;24;SD;SD;NA;definitivo
LC-2019-0017182;2019-01-09;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0017186;2019-01-09;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0017460;2019-01-09;2019;sd;Varon;35;SD;SD;NA;definitivo
LC-2019-0017504;2019-01-09;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0017514;2019-01-09;2019;sd;Varon;70;SD;SD;NA;definitivo
LC-2019-0017514;2019-01-09;2019;sd;Varon;70;SD;SD;NA;definitivo
LC-2019-0017561;2019-01-09;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0018006;2019-01-09;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0018207;2019-01-09;2019;sd;Mujer;33;SD;SD;NA;definitivo
LC-2019-0018425;2019-01-09;2019;sd;Varon;38;SD;SD;NA;definitivo
LC-2019-0018474;2019-01-09;2019;sd;Varon;58;SD;SD;NA;definitivo
LC-2019-0018500;2019-01-09;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0018518;2019-01-09;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0018592;2019-01-09;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0018630;2019-01-09;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0018751;2019-01-09;2019;sd;Varon;43;SD;SD;NA;definitivo
LC-2019-0021352;2019-01-09;2019;sd;Varon;18;SD;SD;NA;definitivo
LC-2019-0022439;2019-01-09;2019;sd;Varon;40;SD;SD;NA;definitivo
LC-2019-0030754;2019-01-09;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0031883;2019-01-09;2019;sd;Mujer;55;SD;SD;NA;definitivo
LC-2019-0018873;2019-01-10;2019;sd;Varon;49;SD;SD;NA;definitivo
LC-2019-0019243;2019-01-10;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0020257;2019-01-10;2019;sd;Mujer;42;SD;SD;NA;definitivo
LC-2019-0020260;2019-01-10;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0020420;2019-01-10;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0020451;2019-01-10;2019;sd;Varon;54;SD;SD;NA;definitivo
LC-2019-0020496;2019-01-10;2019;sd;Mujer;62;SD;SD;NA;definitivo
LC-2019-0020569;2019-01-10;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0020951;2019-01-10;2019;sd;Varon;12;SD;SD;NA;definitivo
LC-2019-0020989;2019-01-10;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0021079;2019-01-10;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0021335;2019-01-10;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0021415;2019-01-10;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0093543;2019-01-10;2019;sd;Varon;36;SD;SD;NA;definitivo
LC-2019-0021365;2019-01-11;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0021365;2019-01-11;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0021365;2019-01-11;2019;sd;Mujer;28;SD;SD;NA;definitivo
LC-2019-0021434;2019-01-11;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0021709;2019-01-11;2019;sd;Varon;60;SD;SD;NA;definitivo
LC-2019-0021896;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0021896;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0022026;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0022105;2019-01-11;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0022106;2019-01-11;2019;sd;SD;SD;SD;SD;NA;definitivo
LC-2019-0022174;2019-01-11;2019;sd;Varon;44;SD;SD;NA;definitivo
LC-2019-0022256;2019-01-11;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0022273;2019-01-11;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0022275;2019-01-11;2019;sd;Mujer;54;SD;SD;NA;definitivo
LC-2019-0022298;2019-01-11;2019;sd;Mujer;67;SD;SD;NA;definitivo
LC-2019-0022348;2019-01-11;2019;sd;Mujer;74;SD;SD;NA;definitivo
LC-2019-0022492;2019-01-11;2019;sd;Mujer;64;SD;SD;NA;definitivo
LC-2019-0022559;2019-01-11;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0022606;2019-01-11;2019;sd;Mujer;36;SD;SD;NA;definitivo
LC-2019-0022650;2019-01-11;2019;sd;Mujer;25;SD;SD;NA;definitivo
LC-2019-0022670;2019-01-11;2019;sd;Mujer;35;SD;SD;NA;definitivo
LC-2019-0022774;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0022790;2019-01-11;2019;sd;Mujer;43;SD;SD;NA;definitivo
LC-2019-0023022;2019-01-11;2019;sd;Varon;30;SD;SD;NA;definitivo
LC-2019-0023164;2019-01-11;2019;sd;Mujer;58;SD;SD;NA;definitivo
LC-2019-0023309;2019-01-11;2019;sd;Varon;41;SD;SD;NA;definitivo
LC-2019-0023360;2019-01-11;2019;sd;Varon;26;SD;SD;NA;definitivo
LC-2019-0023362;2019-01-11;2019;sd;Varon;42;SD;SD;NA;definitivo
LC-2019-0023485;2019-01-11;2019;sd;Varon;22;SD;SD;NA;definitivo
LC-2019-0023488;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0023539;2019-01-11;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0023555;2019-01-11;2019;sd;Varon;29;SD;SD;NA;definitivo
LC-2019-0023599;2019-01-11;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0023727;2019-01-11;2019;sd;Varon;36;SD;SD;NA;definitivo
LC-2019-0024103;2019-01-11;2019;sd;Varon;45;SD;SD;NA;definitivo
LC-2019-0024454;2019-01-11;2019;sd;Varon;23;SD;SD;NA;definitivo
LC-2019-0032150;2019-01-11;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0040263;2019-01-11;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0687058;2019-01-11;2019;sd;varon;34;SD;SD;NA;definitivo
LC-2019-0688515;2019-01-11;2019;sd;varon;37;SD;SD;NA;definitivo
LC-2019-0023692;2019-01-12;2019;sd;Mujer;24;SD;SD;NA;definitivo
LC-2019-0023692;2019-01-12;2019;sd;Varon;24;SD;SD;NA;definitivo
LC-2019-0023777;2019-01-12;2019;sd;Varon;52;SD;SD;NA;definitivo
LC-2019-0023860;2019-01-12;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0023860;2019-01-12;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0023868;2019-01-12;2019;sd;Varon;33;SD;SD;NA;definitivo
LC-2019-0023906;2019-01-12;2019;sd;Mujer;39;SD;SD;NA;definitivo
LC-2019-0023906;2019-01-12;2019;sd;Varon;39;SD;SD;NA;definitivo
LC-2019-0023906;2019-01-12;2019;sd;Mujer;SD;SD;SD;NA;definitivo
LC-2019-0023906;2019-01-12;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0023906;2019-01-12;2019;sd;Varon;31;SD;SD;NA;definitivo
LC-2019-0024132;2019-01-12;2019;sd;Varon;SD;SD;SD;NA;definitivo
LC-2019-0024257;2019-01-12;2019;sd;Mujer;70;SD;SD;NA;definitivo
LC-2019-0024265;2019-01-12;2019;sd;Mujer;32;SD;SD;NA;definitivo
LC-2019-0024269;2019-01-12;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0024408;2019-01-12;2019;sd;Varon;27;SD;SD;NA;definitivo
LC-2019-0024465;2019-01-12;2019;sd;Varon;47;SD;SD;NA;definitivo
LC-2019-0024488;2019-01-12;2019;sd;Varon;50;SD;SD;NA;definitivo
LC-2019-0024600;2019-01-12;2019;sd;Mujer;35;SD;SD;NA;definitivo
LC-2019-0024719;2019-01-12;2019;sd;Varon;25;SD;SD;NA;definitivo
LC-2019-0024752;2019-01-12;2019;sd;Varon;54;SD;SD;NA;definitivo
LC-2019-0024755;2019-01-12;2019;sd;Varon;34;SD;SD;NA;definitivo
LC-2019-0024755;2019-01-12;2019;sd;Mujer;34;SD;SD;NA;definitivo
LC-2019-0024778;2019-01-12;2019;sd;Mujer;38;SD;SD;NA;definitivo
LC-2019-0025473;2019-01-12;2019;sd;Varon;75;SD;SD;NA;definitivo
LC-2019-0033162;2019-01-12;2019;sd;Mujer;58;SD;SD;NA;definitivo
